campaign_id,client_id,staff_id,campaign_name,campaign_type,start_date,end_date,budget,status
1f42d3e8-b602-467c-af39-670310fc930f,89925795-1431-4779-bccc-2dbc5d62e893,87dd2196-44fa-49d4-8d23-72674b116ef0,Streamline Back-End Architectures Campaign,Lead Generation,2023-01-20,2023-04-05,94227.53,Active
5cfbb39d-4a73-4a73-a08e-4271bd778ecc,f22e4ca3-7465-4308-aa55-f457275b3c66,fac10f15-aee3-49bd-82e5-147e2d554d75,Architect Ubiquitous Vortals Campaign,Retargeting,2023-09-03,2023-10-13,60156.02,Cancelled
ce7fd76e-d9d7-45b1-a6ba-c833e0329c84,5a2e1495-dbfa-4c94-8848-0440da812c7e,a27a62c8-656e-40c3-be38-76d263dea63b,Engineer Enterprise Niches Campaign,Awareness,2023-09-19,2023-09-30,61674.27,Active
d98db146-c819-4ebc-b5a9-07b1d154719f,5de7c475-a173-457d-8543-4a3e30b023b6,87dd2196-44fa-49d4-8d23-72674b116ef0,Morph Strategic Info-Mediaries Campaign,Product Launch,2024-01-27,2024-03-14,62589.84,Completed
d2d0a3f9-5cf4-4866-822e-bec51c6e99dc,544447fd-b35e-40dd-a0fe-17d033b2aada,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Extend Scalable Convergence Campaign,Seasonal,2022-05-13,2022-07-08,23057.48,Active
1bd90f3e-b297-4155-bba8-c8275188c5e2,fbc58920-e606-46eb-9391-fdd4e7f70740,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Visualize Innovative Experiences Campaign,Awareness,2023-03-27,2023-05-28,54392.43,Paused
669b9d6d-5269-4c61-916c-5434658b39dd,fb07c09b-e6a0-4200-987f-c668e171d1cb,87dd2196-44fa-49d4-8d23-72674b116ef0,Engineer Proactive Action-Items Campaign,Lead Generation,2022-06-14,2022-07-16,45973.25,Cancelled
a762ec22-7b49-4b60-9bf2-4c16e3e2aafe,0bee365c-d2d0-467d-8373-dad18c8021e7,87dd2196-44fa-49d4-8d23-72674b116ef0,E-Enable Vertical E-Business Campaign,Seasonal,2023-02-16,2023-04-06,34821.99,Paused
be576104-6031-4253-9a3f-e629dca6b6a5,188522a4-786b-479b-8cf4-288b19ef206c,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Incentivize End-To-End Info-Mediaries Campaign,Seasonal,2022-12-05,2023-01-19,34382.04,Completed
ccd4823f-4d0a-41eb-bf90-4905d85e1ff0,ffec8161-7e48-47c5-9b90-f2b284abe7de,fac10f15-aee3-49bd-82e5-147e2d554d75,Embrace Killer Bandwidth Campaign,Lead Generation,2025-02-15,2025-04-14,57669.19,Active
f906f75c-6ce9-4035-b95e-cd4a7bd3a9c8,0bee365c-d2d0-467d-8373-dad18c8021e7,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Morph Out-Of-The-Box Communities Campaign,Retargeting,2025-04-03,2025-05-28,63473.92,Active
4cef0289-1373-4c46-af2c-a66b85932f65,704077ae-7883-452f-b5c5-0c5e5e4f9861,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Expedite One-To-One Communities Campaign,Awareness,2024-11-09,2025-01-25,33868.12,Active
88adf2c7-0304-44d5-8f85-044f92e8a669,023371dd-8991-4a2e-8994-a92403b7cf04,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Transform Proactive Content Campaign,Seasonal,2023-08-09,2023-10-29,67197.03,Completed
3325a735-0108-4afa-9b13-b79810b0d040,a9d9a806-c0ab-4c5f-ba98-d832eb12c5ef,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Innovate Enterprise Interfaces Campaign,Retargeting,2024-09-23,2024-11-25,53561.53,Completed
7122a35d-8c55-4313-bf63-857dfd377f98,4a224703-327a-4a0b-b1d1-9ef147eeda2d,87dd2196-44fa-49d4-8d23-72674b116ef0,Optimize Interactive Platforms Campaign,Awareness,2023-02-15,2023-03-15,31959.71,Completed
b8429ac7-1c86-4656-9a35-6e8d9ecc5c3b,16e07d9f-328b-431d-9056-55f6eab23b02,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Revolutionize Seamless Methodologies Campaign,Lead Generation,2025-03-31,2025-06-25,13871.78,Cancelled
30bb18ae-05c2-4ff6-9127-4fb320685474,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,87dd2196-44fa-49d4-8d23-72674b116ef0,Exploit 24/7 Networks Campaign,Lead Generation,2024-10-31,2024-12-07,26340.86,Active
a70df768-636c-4ce9-a8ed-18cd77c29827,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,a27a62c8-656e-40c3-be38-76d263dea63b,Seize Cutting-Edge Web Services Campaign,Awareness,2022-06-15,2022-06-25,28260.04,Completed
3183cc0a-d1b5-45e7-9e34-8f815ba36483,ffec8161-7e48-47c5-9b90-f2b284abe7de,a27a62c8-656e-40c3-be38-76d263dea63b,Optimize Cross-Platform Synergies Campaign,Product Launch,2023-11-09,2023-11-25,44371.9,Completed
86a95f1e-9e68-4d9d-b6be-d3092070080b,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,87dd2196-44fa-49d4-8d23-72674b116ef0,Transition Holistic Platforms Campaign,Product Launch,2024-01-25,2024-02-25,51965.83,Active
d66323b5-e5da-4a08-baad-c912d1263d5d,c43498d4-2033-4b3f-ad42-2913e2732151,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Disintermediate Ubiquitous Eyeballs Campaign,Awareness,2024-02-15,2024-05-15,89802.68,Paused
e6f2dec3-3e7e-43ab-b7ba-3d0a59af38e6,fbc58920-e606-46eb-9391-fdd4e7f70740,c780171e-2bb0-4739-9581-3e2823f8a10e,Reinvent Real-Time E-Business Campaign,Product Launch,2024-02-18,2024-03-09,25789.91,Paused
1f8d22d8-300f-451a-a161-764895d8a294,fb5a978b-0782-4a22-bd14-a07da4085a22,a27a62c8-656e-40c3-be38-76d263dea63b,Revolutionize Compelling Bandwidth Campaign,Product Launch,2024-07-27,2024-10-08,9770.75,Active
55ee5659-7194-4767-a53c-3c73f4fa78d0,fb07c09b-e6a0-4200-987f-c668e171d1cb,fac10f15-aee3-49bd-82e5-147e2d554d75,Transition Real-Time Vortals Campaign,Product Launch,2024-02-18,2024-03-11,17667.22,Completed
0d6976c9-cd6f-4db1-bd5d-8d0d95179854,a9d9a806-c0ab-4c5f-ba98-d832eb12c5ef,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,E-Enable E-Business Niches Campaign,Seasonal,2023-04-29,2023-07-12,61567.97,Cancelled
b5201608-3ccd-4d0d-ab87-72942ee70240,553d759e-fdf5-4229-bdae-cd5c7b657240,98f572d1-06a4-4686-800d-c6fdefb38ca5,Incentivize Plug-And-Play Networks Campaign,Seasonal,2024-03-13,2024-05-15,82425.62,Paused
bab56caf-f39e-4ad7-9358-f9e74f03007a,f22e4ca3-7465-4308-aa55-f457275b3c66,c780171e-2bb0-4739-9581-3e2823f8a10e,Repurpose Enterprise Supply-Chains Campaign,Seasonal,2024-11-16,2025-01-16,47361.79,Active
40ab52b0-d596-4352-9143-34640edc6ed0,188522a4-786b-479b-8cf4-288b19ef206c,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Synthesize World-Class Roi Campaign,Product Launch,2022-05-27,2022-08-02,29623.2,Active
5cf552e2-5381-44e4-9ff1-c2467a05b352,ffec8161-7e48-47c5-9b90-f2b284abe7de,98f572d1-06a4-4686-800d-c6fdefb38ca5,Architect Synergistic Portals Campaign,Lead Generation,2024-05-09,2024-08-05,77752.3,Completed
3b165a74-2494-4f83-9060-7a75345a362a,16e07d9f-328b-431d-9056-55f6eab23b02,87dd2196-44fa-49d4-8d23-72674b116ef0,Empower Efficient Schemas Campaign,Retargeting,2023-09-23,2023-12-19,31086.76,Active
72e0da78-6075-4dc5-b6e4-dce45d5c4c18,fbc58920-e606-46eb-9391-fdd4e7f70740,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Mesh Dynamic Infrastructures Campaign,Retargeting,2022-04-28,2022-06-10,30812.94,Active
342fd872-243c-4004-9a7b-c14bbafbf534,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Drive Transparent Models Campaign,Awareness,2023-04-22,2023-07-07,18145.54,Active
5b7fbe29-da88-48d6-9420-18e960756b3f,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Engineer Web-Enabled Info-Mediaries Campaign,Retargeting,2024-08-22,2024-09-17,11101.74,Completed
b4f292b6-300d-4538-9557-0f3a4f3bcedb,e3e50b19-0aac-4b58-bf55-ab3dfec745ff,c780171e-2bb0-4739-9581-3e2823f8a10e,Unleash Holistic Systems Campaign,Product Launch,2025-01-10,2025-03-27,44498.55,Active
6c13a90e-da8c-48ca-a5e9-76e05a83bb46,4a224703-327a-4a0b-b1d1-9ef147eeda2d,a27a62c8-656e-40c3-be38-76d263dea63b,Evolve Distributed E-Services Campaign,Product Launch,2022-05-09,2022-07-08,90959.66,Completed
b8898097-c201-40d9-8304-16ce5b492422,297a2629-a3a8-407d-bc79-88f8fff5013e,c780171e-2bb0-4739-9581-3e2823f8a10e,Scale Interactive Content Campaign,Seasonal,2024-01-01,2024-01-10,41136.2,Active
6e98b19b-ec3c-4066-8e06-8020a03deb18,89925795-1431-4779-bccc-2dbc5d62e893,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Benchmark Out-Of-The-Box Info-Mediaries Campaign,Lead Generation,2025-02-07,2025-03-31,76580.14,Paused
16b36fb2-946a-437f-ae26-76f8a5389dad,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Mesh Cross-Media E-Commerce Campaign,Seasonal,2024-08-19,2024-10-18,76013.99,Completed
296094a1-ebbd-4953-bfc5-deeb76f4a70b,544447fd-b35e-40dd-a0fe-17d033b2aada,c780171e-2bb0-4739-9581-3e2823f8a10e,Facilitate Synergistic Bandwidth Campaign,Retargeting,2024-08-14,2024-11-06,51381.8,Active
7c8d6e8a-8f6d-4203-a44b-15d53f57065b,ec75a74c-7f39-47d0-abb7-43d6a6e11675,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Monetize Dot-Com E-Services Campaign,Awareness,2023-06-07,2023-08-15,41941.43,Completed
483057af-8793-404b-b5a2-5c44051f6554,ffec8161-7e48-47c5-9b90-f2b284abe7de,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Drive Dynamic Vortals Campaign,Retargeting,2022-10-17,2022-12-14,84848.04,Cancelled
45996936-1f18-4670-b7d7-6979f314655c,89925795-1431-4779-bccc-2dbc5d62e893,c780171e-2bb0-4739-9581-3e2823f8a10e,Extend Viral Solutions Campaign,Seasonal,2022-10-15,2023-01-09,7561.81,Active
976ca68a-f596-416e-899b-eb0a8a0e4223,188522a4-786b-479b-8cf4-288b19ef206c,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Extend Compelling Niches Campaign,Awareness,2023-03-15,2023-06-02,12975.01,Completed
6cac5daa-fc6d-4e89-83f2-3cea32b9a7dc,a931efe8-3578-497a-8a99-84b8f7de8dba,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Engineer Front-End Platforms Campaign,Retargeting,2024-10-14,2024-12-19,9777.04,Active
c89265dd-f542-44dc-8038-179c6e11a941,a931efe8-3578-497a-8a99-84b8f7de8dba,87dd2196-44fa-49d4-8d23-72674b116ef0,Envisioneer Bleeding-Edge Relationships Campaign,Product Launch,2023-02-08,2023-03-14,36050.35,Completed
a50480a1-0236-489d-b6b6-b33deec5e2f3,a9d9a806-c0ab-4c5f-ba98-d832eb12c5ef,fac10f15-aee3-49bd-82e5-147e2d554d75,Monetize Value-Added Users Campaign,Lead Generation,2023-01-16,2023-03-12,76440.93,Paused
36168176-3639-44d3-9590-707d6f211b2d,42e39585-0b05-4fd8-ab5d-c9500ee24dc9,c780171e-2bb0-4739-9581-3e2823f8a10e,Empower Revolutionary Markets Campaign,Awareness,2022-10-26,2022-12-04,49679.15,Completed
684411a6-0a9b-4d50-89a4-3f0a123aa87e,f22e4ca3-7465-4308-aa55-f457275b3c66,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Envisioneer End-To-End Functionalities Campaign,Lead Generation,2024-08-19,2024-09-01,26301.11,Active
0f813e6f-b877-432d-9597-0b0122442dee,e3e50b19-0aac-4b58-bf55-ab3dfec745ff,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Transform Value-Added Networks Campaign,Awareness,2024-05-14,2024-08-12,76652.15,Cancelled
cb5336ba-286c-4860-bd36-0dfc717287e0,188522a4-786b-479b-8cf4-288b19ef206c,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Syndicate Compelling Systems Campaign,Awareness,2023-06-28,2023-07-30,64026.89,Active
342e79b3-83d9-4aea-af5c-c3989097be5f,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,c780171e-2bb0-4739-9581-3e2823f8a10e,Reinvent Scalable Portals Campaign,Awareness,2023-09-24,2023-11-30,58577.11,Active
e2360655-beab-4381-b77e-20010de63f5c,f22e4ca3-7465-4308-aa55-f457275b3c66,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Embrace Innovative Interfaces Campaign,Lead Generation,2024-04-24,2024-06-02,20939.97,Completed
2e1d6db3-4107-4c60-b587-044c15d64c4b,fb5a978b-0782-4a22-bd14-a07da4085a22,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Optimize Scalable Eyeballs Campaign,Retargeting,2024-05-15,2024-06-05,96648.47,Active
ef76dbe9-0cd9-4987-94f7-55caae9029c6,42e39585-0b05-4fd8-ab5d-c9500ee24dc9,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Exploit Seamless Infrastructures Campaign,Lead Generation,2022-11-30,2022-12-10,59700.69,Cancelled
35c78b1b-c5f1-4509-8741-7f24159becc9,ffec8161-7e48-47c5-9b90-f2b284abe7de,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Embrace Next-Generation Metrics Campaign,Product Launch,2023-05-03,2023-06-27,94439.71,Active
a23ef9f5-02f6-4e4d-8445-e5e7055c6f6e,c43498d4-2033-4b3f-ad42-2913e2732151,a27a62c8-656e-40c3-be38-76d263dea63b,Generate Magnetic Deliverables Campaign,Retargeting,2024-10-25,2025-01-15,14680.62,Completed
9bde763d-501d-4a5c-9da0-002f40755d1c,42e39585-0b05-4fd8-ab5d-c9500ee24dc9,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Grow Visionary Content Campaign,Awareness,2023-11-24,2024-02-15,80641.59,Completed
32ad1572-ec5e-440c-ad40-e8908238b535,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Brand Extensible Networks Campaign,Lead Generation,2024-10-13,2024-10-25,55610.8,Completed
1d1ce665-bb21-43a2-acd5-95f63c06aa19,e3e50b19-0aac-4b58-bf55-ab3dfec745ff,fac10f15-aee3-49bd-82e5-147e2d554d75,Streamline Mission-Critical E-Tailers Campaign,Seasonal,2024-12-02,2024-12-17,66516.61,Active
5daebd63-bc6d-4596-b1f8-c4f8ecb14729,188522a4-786b-479b-8cf4-288b19ef206c,fac10f15-aee3-49bd-82e5-147e2d554d75,Architect Back-End Web Services Campaign,Product Launch,2024-12-09,2025-02-07,15026.19,Cancelled
81655161-8d50-4c99-bc94-6a2a44eccc95,5de7c475-a173-457d-8543-4a3e30b023b6,c780171e-2bb0-4739-9581-3e2823f8a10e,Leverage Web-Enabled Roi Campaign,Product Launch,2022-08-17,2022-11-13,72194.32,Completed
b649a400-e459-4ce0-8f0a-3c83935b83c4,023371dd-8991-4a2e-8994-a92403b7cf04,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Optimize Granular Synergies Campaign,Lead Generation,2024-08-17,2024-10-29,63511.67,Cancelled
dd51b13d-181c-4160-b462-bdaa00944b1d,0bee365c-d2d0-467d-8373-dad18c8021e7,c780171e-2bb0-4739-9581-3e2823f8a10e,Grow Collaborative Technologies Campaign,Product Launch,2024-01-07,2024-03-15,46379.58,Completed
21347c9b-aa7d-41b6-b33a-33c4553b5a26,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Enhance Front-End Technologies Campaign,Lead Generation,2022-06-02,2022-07-13,85912.75,Paused
bec802aa-863e-4d22-a013-8d23d2030731,fb07c09b-e6a0-4200-987f-c668e171d1cb,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Cultivate Ubiquitous Partnerships Campaign,Lead Generation,2025-04-09,2025-04-27,88754.96,Active
42db63f4-01cf-4ff1-ab71-0d82ae596c45,553d759e-fdf5-4229-bdae-cd5c7b657240,87dd2196-44fa-49d4-8d23-72674b116ef0,Enhance Back-End Functionalities Campaign,Seasonal,2025-03-15,2025-05-20,62981.51,Active
0fc452b8-a0dd-400d-9103-7f3281af897e,42e39585-0b05-4fd8-ab5d-c9500ee24dc9,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Repurpose 24/365 E-Commerce Campaign,Product Launch,2024-10-15,2024-10-25,85840.52,Active
998ef737-5417-4edc-b0f3-502c9d983fe8,fb5a978b-0782-4a22-bd14-a07da4085a22,c780171e-2bb0-4739-9581-3e2823f8a10e,Incubate Magnetic Experiences Campaign,Lead Generation,2022-10-08,2022-11-11,80794.07,Active
beb398f2-a6ba-4163-aa5c-ff10733f7e35,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Redefine Real-Time Eyeballs Campaign,Lead Generation,2022-11-30,2023-02-21,57800.15,Completed
df5658de-5f96-47f6-928f-1ec4583ac910,0bee365c-d2d0-467d-8373-dad18c8021e7,98f572d1-06a4-4686-800d-c6fdefb38ca5,Streamline Frictionless Content Campaign,Awareness,2022-08-01,2022-09-01,27928.82,Completed
6e6eede6-34de-4e50-9ac0-c11b5d0100a1,f22e4ca3-7465-4308-aa55-f457275b3c66,c780171e-2bb0-4739-9581-3e2823f8a10e,Extend Front-End Systems Campaign,Retargeting,2024-10-23,2025-01-09,70607.89,Completed
b7a64e78-f505-48e4-bda9-061900ee03d5,fbc58920-e606-46eb-9391-fdd4e7f70740,98f572d1-06a4-4686-800d-c6fdefb38ca5,Target Seamless Interfaces Campaign,Product Launch,2022-10-23,2022-12-31,80328.62,Active
c8ce84e2-60fa-4318-95ae-1cb548e4c39b,fbc58920-e606-46eb-9391-fdd4e7f70740,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Deliver Rich Systems Campaign,Product Launch,2023-06-09,2023-07-14,70719.78,Active
419931bd-3371-46f0-b373-ffd450abd2ce,ffec8161-7e48-47c5-9b90-f2b284abe7de,98f572d1-06a4-4686-800d-c6fdefb38ca5,Expedite Revolutionary E-Commerce Campaign,Lead Generation,2022-08-15,2022-11-04,49959.75,Completed
9c3d086b-7062-4bbc-ac4a-af6c4034e93a,c43498d4-2033-4b3f-ad42-2913e2732151,87dd2196-44fa-49d4-8d23-72674b116ef0,Expedite Dot-Com Web-Readiness Campaign,Seasonal,2023-08-26,2023-10-26,36425.17,Completed
dac35ce7-c2c5-4e3d-a542-abf10243236d,297a2629-a3a8-407d-bc79-88f8fff5013e,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Enhance Vertical Methodologies Campaign,Lead Generation,2022-09-01,2022-10-12,28883.35,Active
